sku_id,product_name,category,quantity_on_hand,unit_cost,total_value,pct_of_total_value,cumulative_pct,abc_classification
SKU0161,Tablets_0161,Tablets,1012,448.79,454175.48,0.05,85.4,B - Medium Value (80-95%)
SKU0104,Laptops_0104,Laptops,1111,408.16,453465.76,0.05,85.45,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,4595,98.24,451412.8,0.05,85.5,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,4572,98.57,450662.04,0.05,85.55,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4698,95.48,448565.04,0.05,85.6,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,2931,153.01,448472.31,0.05,85.65,B - Medium Value (80-95%)
SKU0089,Tablets_0089,Tablets,1154,382.81,441762.74,0.05,85.69,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,2868,153.01,438832.68,0.05,85.74,B - Medium Value (80-95%)
SKU0057,Laptops_0057,Laptops,917,477.04,437445.68,0.05,85.79,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,4624,94.55,437199.2,0.05,85.84,B - Medium Value (80-95%)
SKU0109,Accessories_0109,Accessories,4945,86.57,428088.65,0.05,85.89,B - Medium Value (80-95%)
SKU0043,Tablets_0043,Tablets,676,631.5,426894.0,0.05,85.93,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,2012,211.09,424713.08,0.05,85.98,B - Medium Value (80-95%)
SKU0057,Laptops_0057,Laptops,889,477.04,424088.56,0.05,86.03,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,2769,153.01,423684.69,0.05,86.08,B - Medium Value (80-95%)
SKU0058,Tablets_0058,Tablets,2533,167.23,423593.59,0.05,86.12,B - Medium Value (80-95%)
SKU0097,Laptops_0097,Laptops,588,718.31,422366.28,0.05,86.17,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,4700,89.85,422295.0,0.05,86.22,B - Medium Value (80-95%)
SKU0011,Smartphones_0011,Smartphones,1268,332.61,421749.48,0.05,86.26,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,4245,98.57,418429.65,0.05,86.31,B - Medium Value (80-95%)
SKU0070,Laptops_0070,Laptops,682,608.79,415194.78,0.05,86.35,B - Medium Value (80-95%)
SKU0048,Smartphones_0048,Smartphones,600,688.11,412866.0,0.05,86.4,B - Medium Value (80-95%)
SKU0021,Laptops_0021,Laptops,965,427.62,412653.3,0.05,86.45,B - Medium Value (80-95%)
SKU0021,Laptops_0021,Laptops,958,427.62,409659.96,0.05,86.49,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,2102,194.36,408544.72,0.05,86.54,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4205,95.48,401493.4,0.04,86.58,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,1900,211.09,401071.0,0.04,86.63,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,1710,233.49,399267.9,0.04,86.67,B - Medium Value (80-95%)
SKU0001,Wearables_0001,Wearables,4835,81.69,394971.15,0.04,86.71,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,4896,80.67,394960.32,0.04,86.76,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,4170,94.55,394273.5,0.04,86.8,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,4386,89.85,394082.1,0.04,86.84,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,2312,170.43,394034.16,0.04,86.89,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,4963,79.39,394012.57,0.04,86.93,B - Medium Value (80-95%)
SKU0089,Tablets_0089,Tablets,1022,382.81,391231.82,0.04,86.98,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4090,95.48,390513.2,0.04,87.02,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,4149,93.67,388636.83,0.04,87.06,B - Medium Value (80-95%)
SKU0060,Laptops_0060,Laptops,1396,277.26,387054.96,0.04,87.1,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4053,95.48,386980.44,0.04,87.15,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,2517,153.01,385126.17,0.04,87.19,B - Medium Value (80-95%)
SKU0011,Smartphones_0011,Smartphones,1137,332.61,378177.57,0.04,87.23,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,4206,89.85,377909.1,0.04,87.27,B - Medium Value (80-95%)
SKU0001,Wearables_0001,Wearables,4575,81.69,373731.75,0.04,87.32,B - Medium Value (80-95%)
SKU0085,Laptops_0085,Laptops,697,536.18,373717.46,0.04,87.36,B - Medium Value (80-95%)
SKU0001,Wearables_0001,Wearables,4572,81.69,373486.68,0.04,87.4,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,3917,94.55,370352.35,0.04,87.44,B - Medium Value (80-95%)
SKU0089,Tablets_0089,Tablets,964,382.81,369028.84,0.04,87.48,B - Medium Value (80-95%)
SKU0066,Smartphones_0066,Smartphones,1029,358.03,368412.87,0.04,87.52,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,2434,150.67,366730.78,0.04,87.56,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,4540,80.67,366241.8,0.04,87.6,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,4570,79.39,362812.3,0.04,87.64,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,4565,79.39,362415.35,0.04,87.68,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,4813,74.88,360397.44,0.04,87.72,B - Medium Value (80-95%)
SKU0162,Tablets_0162,Tablets,1657,217.01,359585.57,0.04,87.76,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,1690,211.09,356742.1,0.04,87.8,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,4762,74.88,356578.56,0.04,87.84,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,3792,93.67,355196.64,0.04,87.88,B - Medium Value (80-95%)
SKU0004,Smartphones_0004,Smartphones,1044,339.3,354229.2,0.04,87.92,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,3591,98.57,353964.87,0.04,87.96,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,4379,80.67,353253.93,0.04,88.0,B - Medium Value (80-95%)
SKU0023,Smartphones_0023,Smartphones,847,412.49,349379.03,0.04,88.04,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,1638,211.09,345765.42,0.04,88.07,B - Medium Value (80-95%)
SKU0026,Wearables_0026,Wearables,4905,70.49,345753.45,0.04,88.11,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,3490,98.57,344009.3,0.04,88.15,B - Medium Value (80-95%)
SKU0082,Smartphones_0082,Smartphones,976,351.19,342761.44,0.04,88.19,B - Medium Value (80-95%)
SKU0103,Wearables_0103,Wearables,4767,71.84,342461.28,0.04,88.23,B - Medium Value (80-95%)
SKU0026,Wearables_0026,Wearables,4837,70.49,340960.13,0.04,88.27,B - Medium Value (80-95%)
SKU0065,Wearables_0065,Wearables,4375,77.58,339412.5,0.04,88.3,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,1742,194.36,338575.12,0.04,88.34,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,3612,93.67,338336.04,0.04,88.38,B - Medium Value (80-95%)
SKU0065,Wearables_0065,Wearables,4350,77.58,337473.0,0.04,88.41,B - Medium Value (80-95%)
SKU0024,Smartphones_0024,Smartphones,1370,246.26,337376.2,0.04,88.45,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,4768,70.2,334713.6,0.04,88.49,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,4468,74.88,334563.84,0.04,88.53,B - Medium Value (80-95%)
SKU0107,Smartphones_0107,Smartphones,647,516.9,334434.3,0.04,88.56,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,3381,98.24,332149.44,0.04,88.6,B - Medium Value (80-95%)
SKU0059,Smartphones_0059,Smartphones,740,447.86,331416.4,0.04,88.64,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,3371,98.24,331167.04,0.04,88.67,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,4787,68.48,327813.76,0.04,88.71,B - Medium Value (80-95%)
SKU0026,Wearables_0026,Wearables,4650,70.49,327778.5,0.04,88.75,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,2136,153.01,326829.36,0.04,88.78,B - Medium Value (80-95%)
SKU0143,Wearables_0143,Wearables,4715,69.3,326749.5,0.04,88.82,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,4108,79.39,326134.12,0.04,88.85,B - Medium Value (80-95%)
SKU0132,Smartphones_0132,Smartphones,1458,223.6,326008.8,0.04,88.89,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,4642,70.2,325868.4,0.04,88.93,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,3623,89.85,325526.55,0.04,88.96,B - Medium Value (80-95%)
SKU0026,Wearables_0026,Wearables,4612,70.49,325099.88,0.04,89.0,B - Medium Value (80-95%)
SKU0097,Laptops_0097,Laptops,450,718.31,323239.5,0.04,89.03,B - Medium Value (80-95%)
SKU0110,Laptops_0110,Laptops,1987,161.86,321615.82,0.04,89.07,B - Medium Value (80-95%)
SKU0143,Wearables_0143,Wearables,4605,69.3,319126.5,0.04,89.11,B - Medium Value (80-95%)
SKU0110,Laptops_0110,Laptops,1969,161.86,318702.34,0.04,89.14,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,4653,68.48,318637.44,0.04,89.18,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,3241,98.24,318395.84,0.04,89.21,B - Medium Value (80-95%)
SKU0137,Tablets_0137,Tablets,1999,158.51,316861.49,0.04,89.25,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,1485,211.09,313468.65,0.03,89.28,B - Medium Value (80-95%)
SKU0156,Tablets_0156,Tablets,738,424.32,313148.16,0.03,89.32,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,4150,75.17,311955.5,0.03,89.35,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,4419,70.2,310213.8,0.03,89.39,B - Medium Value (80-95%)
SKU0181,Laptops_0181,Laptops,452,680.29,307491.08,0.03,89.42,B - Medium Value (80-95%)
SKU0155,Accessories_0155,Accessories,4566,66.98,305830.68,0.03,89.45,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,3189,95.48,304485.72,0.03,89.49,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,3211,94.55,303600.05,0.03,89.52,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,1552,194.36,301646.72,0.03,89.55,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,3206,93.67,300306.02,0.03,89.59,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,1557,192.71,300049.47,0.03,89.62,B - Medium Value (80-95%)
SKU0047,Peripherals_0047,Peripherals,4723,63.17,298351.91,0.03,89.65,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,3320,89.85,298302.0,0.03,89.69,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,1750,170.43,298252.5,0.03,89.72,B - Medium Value (80-95%)
SKU0045,Accessories_0045,Accessories,4351,68.5,298043.5,0.03,89.75,B - Medium Value (80-95%)
SKU0065,Wearables_0065,Wearables,3837,77.58,297674.46,0.03,89.79,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,1744,170.43,297229.92,0.03,89.82,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,3684,80.67,297188.28,0.03,89.85,B - Medium Value (80-95%)
SKU0141,Peripherals_0141,Peripherals,4836,60.37,291949.32,0.03,89.88,B - Medium Value (80-95%)
SKU0141,Peripherals_0141,Peripherals,4809,60.37,290319.33,0.03,89.92,B - Medium Value (80-95%)
SKU0104,Laptops_0104,Laptops,711,408.16,290201.76,0.03,89.95,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,3832,75.17,288051.44,0.03,89.98,B - Medium Value (80-95%)
SKU0125,Accessories_0125,Accessories,4699,61.29,288001.71,0.03,90.01,B - Medium Value (80-95%)
SKU0109,Accessories_0109,Accessories,3311,86.57,286633.27,0.03,90.04,B - Medium Value (80-95%)
SKU0125,Accessories_0125,Accessories,4676,61.29,286592.04,0.03,90.08,B - Medium Value (80-95%)
SKU0143,Wearables_0143,Wearables,4127,69.3,286001.1,0.03,90.11,B - Medium Value (80-95%)
SKU0125,Accessories_0125,Accessories,4660,61.29,285611.4,0.03,90.14,B - Medium Value (80-95%)
SKU0141,Peripherals_0141,Peripherals,4709,60.37,284282.33,0.03,90.17,B - Medium Value (80-95%)
SKU0132,Smartphones_0132,Smartphones,1271,223.6,284195.6,0.03,90.2,B - Medium Value (80-95%)
SKU0163,Wearables_0163,Wearables,4991,56.92,284087.72,0.03,90.23,B - Medium Value (80-95%)
SKU0047,Peripherals_0047,Peripherals,4459,63.17,281675.03,0.03,90.26,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,3483,80.67,280973.61,0.03,90.3,B - Medium Value (80-95%)
SKU0065,Wearables_0065,Wearables,3621,77.58,280917.18,0.03,90.33,B - Medium Value (80-95%)
SKU0159,Accessories_0159,Accessories,4793,58.59,280821.87,0.03,90.36,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,4076,68.48,279124.48,0.03,90.39,B - Medium Value (80-95%)
SKU0128,Laptops_0128,Laptops,360,773.4,278424.0,0.03,90.42,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,3495,79.39,277468.05,0.03,90.45,B - Medium Value (80-95%)
SKU0109,Accessories_0109,Accessories,3199,86.57,276937.43,0.03,90.48,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,1808,153.01,276642.08,0.03,90.51,B - Medium Value (80-95%)
SKU0037,Peripherals_0037,Peripherals,4374,63.09,275955.66,0.03,90.54,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,2804,98.24,275464.96,0.03,90.57,B - Medium Value (80-95%)
SKU0102,Tablets_0102,Tablets,426,643.97,274331.22,0.03,90.6,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,1173,233.49,273883.77,0.03,90.63,B - Medium Value (80-95%)
SKU0141,Peripherals_0141,Peripherals,4501,60.37,271725.37,0.03,90.66,B - Medium Value (80-95%)
SKU0047,Peripherals_0047,Peripherals,4301,63.17,271694.17,0.03,90.69,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,2872,94.55,271547.6,0.03,90.72,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,4575,59.27,271160.25,0.03,90.75,B - Medium Value (80-95%)
SKU0163,Wearables_0163,Wearables,4754,56.92,270597.68,0.03,90.78,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,3599,75.17,270536.83,0.03,90.81,B - Medium Value (80-95%)
SKU0037,Peripherals_0037,Peripherals,4287,63.09,270466.83,0.03,90.84,B - Medium Value (80-95%)
SKU0081,Accessories_0081,Accessories,4301,62.53,268941.53,0.03,90.87,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,1395,192.71,268830.45,0.03,90.9,B - Medium Value (80-95%)
SKU0026,Wearables_0026,Wearables,3809,70.49,268496.41,0.03,90.93,B - Medium Value (80-95%)
SKU0127,Accessories_0127,Accessories,3374,79.47,268131.78,0.03,90.96,B - Medium Value (80-95%)
SKU0001,Wearables_0001,Wearables,3280,81.69,267943.2,0.03,90.99,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,3562,74.88,266722.56,0.03,91.02,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,3889,68.48,266318.72,0.03,91.05,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,3286,80.67,265081.62,0.03,91.08,B - Medium Value (80-95%)
SKU0047,Peripherals_0047,Peripherals,4179,63.17,263987.43,0.03,91.11,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,1750,150.67,263672.5,0.03,91.14,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,3505,75.17,263470.85,0.03,91.17,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,3746,70.2,262969.2,0.03,91.2,B - Medium Value (80-95%)
SKU0092,Accessories_0092,Accessories,2671,98.24,262399.04,0.03,91.23,B - Medium Value (80-95%)
SKU0066,Smartphones_0066,Smartphones,725,358.03,259571.75,0.03,91.26,B - Medium Value (80-95%)
SKU0165,Tablets_0165,Tablets,1411,183.54,258974.94,0.03,91.28,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,4346,59.27,257587.42,0.03,91.31,B - Medium Value (80-95%)
SKU0102,Tablets_0102,Tablets,398,643.97,256300.06,0.03,91.34,B - Medium Value (80-95%)
SKU0168,Tablets_0168,Tablets,450,568.96,256032.0,0.03,91.37,B - Medium Value (80-95%)
SKU0109,Accessories_0109,Accessories,2934,86.57,253996.38,0.03,91.4,B - Medium Value (80-95%)
SKU0058,Tablets_0058,Tablets,1507,167.23,252015.61,0.03,91.43,B - Medium Value (80-95%)
SKU0047,Peripherals_0047,Peripherals,3964,63.17,250405.88,0.03,91.45,B - Medium Value (80-95%)
SKU0155,Accessories_0155,Accessories,3738,66.98,250371.24,0.03,91.48,B - Medium Value (80-95%)
SKU0081,Accessories_0081,Accessories,3995,62.53,249807.35,0.03,91.51,B - Medium Value (80-95%)
SKU0143,Wearables_0143,Wearables,3603,69.3,249687.9,0.03,91.54,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,3062,80.67,247011.54,0.03,91.56,B - Medium Value (80-95%)
SKU0176,Tablets_0176,Tablets,369,668.69,246746.61,0.03,91.59,B - Medium Value (80-95%)
SKU0045,Accessories_0045,Accessories,3600,68.5,246600.0,0.03,91.62,B - Medium Value (80-95%)
SKU0198,Wearables_0198,Wearables,4286,57.43,246144.98,0.03,91.65,B - Medium Value (80-95%)
SKU0177,Laptops_0177,Laptops,333,737.42,245560.86,0.03,91.67,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,3498,70.2,245559.6,0.03,91.7,B - Medium Value (80-95%)
SKU0127,Accessories_0127,Accessories,3082,79.47,244926.54,0.03,91.73,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,3248,75.17,244152.16,0.03,91.75,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,4113,59.27,243777.51,0.03,91.78,B - Medium Value (80-95%)
SKU0060,Laptops_0060,Laptops,879,277.26,243711.54,0.03,91.81,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,3462,70.2,243032.4,0.03,91.83,B - Medium Value (80-95%)
SKU0087,Components_0087,Components,4857,49.85,242121.45,0.03,91.86,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,4078,59.27,241703.06,0.03,91.89,B - Medium Value (80-95%)
SKU0007,Accessories_0007,Accessories,4853,49.61,240757.33,0.03,91.92,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,3205,74.88,239990.4,0.03,91.94,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,4048,59.27,239924.96,0.03,91.97,B - Medium Value (80-95%)
SKU0143,Wearables_0143,Wearables,3460,69.3,239778.0,0.03,91.99,B - Medium Value (80-95%)
SKU0126,Accessories_0126,Accessories,4687,51.13,239646.31,0.03,92.02,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,1241,192.71,239153.11,0.03,92.05,B - Medium Value (80-95%)
SKU0001,Wearables_0001,Wearables,2926,81.69,239024.94,0.03,92.07,B - Medium Value (80-95%)
SKU0127,Accessories_0127,Accessories,2996,79.47,238092.12,0.03,92.1,B - Medium Value (80-95%)
SKU0077,Components_0077,Components,4894,48.64,238044.16,0.03,92.13,B - Medium Value (80-95%)
SKU0123,Laptops_0123,Laptops,647,367.69,237895.43,0.03,92.15,B - Medium Value (80-95%)
SKU0015,Peripherals_0015,Peripherals,2643,89.85,237473.55,0.03,92.18,B - Medium Value (80-95%)
SKU0168,Tablets_0168,Tablets,417,568.96,237256.32,0.03,92.21,B - Medium Value (80-95%)
SKU0016,Wearables_0016,Wearables,2960,79.39,234994.4,0.03,92.23,B - Medium Value (80-95%)
SKU0090,Tablets_0090,Tablets,332,703.92,233701.44,0.03,92.26,B - Medium Value (80-95%)
SKU0080,Peripherals_0080,Peripherals,4577,51.01,233472.77,0.03,92.28,B - Medium Value (80-95%)
SKU0081,Accessories_0081,Accessories,3722,62.53,232736.66,0.03,92.31,B - Medium Value (80-95%)
SKU0011,Smartphones_0011,Smartphones,699,332.61,232494.39,0.03,92.34,B - Medium Value (80-95%)
SKU0045,Accessories_0045,Accessories,3388,68.5,232078.0,0.03,92.36,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,2467,93.67,231083.89,0.03,92.39,B - Medium Value (80-95%)
SKU0058,Tablets_0058,Tablets,1374,167.23,229774.02,0.03,92.41,B - Medium Value (80-95%)
SKU0176,Tablets_0176,Tablets,343,668.69,229360.67,0.03,92.44,B - Medium Value (80-95%)
SKU0080,Peripherals_0080,Peripherals,4491,51.01,229085.91,0.03,92.46,B - Medium Value (80-95%)
SKU0085,Laptops_0085,Laptops,427,536.18,228948.86,0.03,92.49,B - Medium Value (80-95%)
SKU0126,Accessories_0126,Accessories,4460,51.13,228039.8,0.03,92.51,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,2434,93.67,227992.78,0.03,92.54,B - Medium Value (80-95%)
SKU0171,Wearables_0171,Wearables,4419,51.57,227887.83,0.03,92.56,B - Medium Value (80-95%)
SKU0080,Peripherals_0080,Peripherals,4463,51.01,227657.63,0.03,92.59,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,1500,150.67,226005.0,0.03,92.61,B - Medium Value (80-95%)
SKU0185,Components_0185,Components,4993,45.25,225933.25,0.03,92.64,B - Medium Value (80-95%)
SKU0093,Accessories_0093,Accessories,3805,59.27,225522.35,0.02,92.66,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,3290,68.48,225299.2,0.02,92.69,B - Medium Value (80-95%)
SKU0036,Wearables_0036,Wearables,2995,74.88,224265.6,0.02,92.71,B - Medium Value (80-95%)
SKU0087,Components_0087,Components,4488,49.85,223726.8,0.02,92.74,B - Medium Value (80-95%)
SKU0007,Accessories_0007,Accessories,4509,49.61,223691.49,0.02,92.76,B - Medium Value (80-95%)
SKU0097,Laptops_0097,Laptops,311,718.31,223394.41,0.02,92.79,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,3262,68.48,223381.76,0.02,92.81,B - Medium Value (80-95%)
SKU0109,Accessories_0109,Accessories,2576,86.57,223004.32,0.02,92.84,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,1051,211.09,221855.59,0.02,92.86,B - Medium Value (80-95%)
SKU0080,Peripherals_0080,Peripherals,4340,51.01,221383.4,0.02,92.89,B - Medium Value (80-95%)
SKU0056,Peripherals_0056,Peripherals,3203,68.48,219341.44,0.02,92.91,B - Medium Value (80-95%)
SKU0141,Peripherals_0141,Peripherals,3633,60.37,219324.21,0.02,92.94,B - Medium Value (80-95%)
SKU0155,Accessories_0155,Accessories,3270,66.98,219024.6,0.02,92.96,B - Medium Value (80-95%)
SKU0077,Components_0077,Components,4484,48.64,218101.76,0.02,92.98,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,2208,98.57,217642.56,0.02,93.01,B - Medium Value (80-95%)
SKU0118,Accessories_0118,Accessories,4930,44.13,217560.9,0.02,93.03,B - Medium Value (80-95%)
SKU0126,Accessories_0126,Accessories,4250,51.13,217302.5,0.02,93.06,B - Medium Value (80-95%)
SKU0173,Accessories_0173,Accessories,2195,98.57,216361.15,0.02,93.08,B - Medium Value (80-95%)
SKU0038,Accessories_0038,Accessories,3080,70.2,216216.0,0.02,93.1,B - Medium Value (80-95%)
SKU0068,Laptops_0068,Laptops,399,541.59,216094.41,0.02,93.13,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,2304,93.67,215815.68,0.02,93.15,B - Medium Value (80-95%)
SKU0103,Wearables_0103,Wearables,2976,71.84,213795.84,0.02,93.18,B - Medium Value (80-95%)
SKU0065,Wearables_0065,Wearables,2745,77.58,212957.1,0.02,93.2,B - Medium Value (80-95%)
SKU0081,Accessories_0081,Accessories,3377,62.53,211163.81,0.02,93.22,B - Medium Value (80-95%)
SKU0149,Peripherals_0149,Peripherals,4931,42.65,210307.15,0.02,93.25,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,1080,194.36,209908.8,0.02,93.27,B - Medium Value (80-95%)
SKU0080,Peripherals_0080,Peripherals,4110,51.01,209651.1,0.02,93.29,B - Medium Value (80-95%)
SKU0028,Components_0028,Components,4705,43.63,205279.15,0.02,93.32,B - Medium Value (80-95%)
SKU0159,Accessories_0159,Accessories,3488,58.59,204361.92,0.02,93.34,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,1331,153.01,203656.31,0.02,93.36,B - Medium Value (80-95%)
SKU0064,Accessories_0064,Accessories,4679,43.48,203442.92,0.02,93.38,B - Medium Value (80-95%)
SKU0064,Accessories_0064,Accessories,4675,43.48,203269.0,0.02,93.41,B - Medium Value (80-95%)
SKU0155,Accessories_0155,Accessories,3030,66.98,202949.4,0.02,93.43,B - Medium Value (80-95%)
SKU0155,Accessories_0155,Accessories,3027,66.98,202748.46,0.02,93.45,B - Medium Value (80-95%)
SKU0005,Peripherals_0005,Peripherals,2513,80.67,202723.71,0.02,93.47,B - Medium Value (80-95%)
SKU0184,Accessories_0184,Accessories,4614,43.54,200893.56,0.02,93.49,B - Medium Value (80-95%)
SKU0163,Wearables_0163,Wearables,3526,56.92,200699.92,0.02,93.52,B - Medium Value (80-95%)
SKU0007,Accessories_0007,Accessories,4042,49.61,200523.62,0.02,93.54,B - Medium Value (80-95%)
SKU0024,Smartphones_0024,Smartphones,804,246.26,197993.04,0.02,93.56,B - Medium Value (80-95%)
SKU0027,Peripherals_0027,Peripherals,4291,45.89,196913.99,0.02,93.58,B - Medium Value (80-95%)
SKU0103,Wearables_0103,Wearables,2733,71.84,196338.72,0.02,93.6,B - Medium Value (80-95%)
SKU0037,Peripherals_0037,Peripherals,3088,63.09,194821.92,0.02,93.63,B - Medium Value (80-95%)
SKU0164,Wearables_0164,Wearables,2587,75.17,194464.79,0.02,93.65,B - Medium Value (80-95%)
SKU0087,Components_0087,Components,3874,49.85,193118.9,0.02,93.67,B - Medium Value (80-95%)
SKU0126,Accessories_0126,Accessories,3758,51.13,192146.54,0.02,93.69,B - Medium Value (80-95%)
SKU0127,Accessories_0127,Accessories,2413,79.47,191761.11,0.02,93.71,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,1125,170.43,191733.75,0.02,93.73,B - Medium Value (80-95%)
SKU0077,Components_0077,Components,3919,48.64,190620.16,0.02,93.75,B - Medium Value (80-95%)
SKU0184,Accessories_0184,Accessories,4366,43.54,190095.64,0.02,93.78,B - Medium Value (80-95%)
SKU0028,Components_0028,Components,4339,43.63,189310.57,0.02,93.8,B - Medium Value (80-95%)
SKU0045,Accessories_0045,Accessories,2759,68.5,188991.5,0.02,93.82,B - Medium Value (80-95%)
SKU0147,Components_0147,Components,4252,44.44,188958.88,0.02,93.84,B - Medium Value (80-95%)
