sku_id,product_name,category,warehouse_id,warehouse_name,avg_inventory_value,annual_cogs,inventory_turnover_ratio,days_inventory_on_hand,movement_category
SKU0164,Wearables_0164,Wearables,WH01,Los Angeles Distribution Center,32247.93,342023.5,10.61,34.4,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH12,Fort Worth Distribution Center,276642.08,2931671.6,10.6,34.4,Medium Moving
SKU0057,Laptops_0057,Laptops,WH15,Seattle Distribution Center,603455.6,6372777.36,10.56,34.6,Medium Moving
SKU0035,Components_0035,Components,WH09,San Jose Distribution Center,20884.56,220178.19,10.54,34.6,Medium Moving
SKU0044,Tablets_0044,Tablets,WH04,Phoenix Distribution Center,928930.61,9788614.76,10.54,34.6,Medium Moving
SKU0075,Accessories_0075,Accessories,WH13,Columbus Distribution Center,53090.54,558361.03,10.52,34.7,Medium Moving
SKU0130,Accessories_0130,Accessories,WH07,San Diego Distribution Center,72153.6,759321.6,10.52,34.7,Medium Moving
SKU0103,Wearables_0103,Wearables,WH09,San Jose Distribution Center,99139.2,1040746.08,10.5,34.8,Medium Moving
SKU0045,Accessories_0045,Accessories,WH15,Seattle Distribution Center,298043.5,3126682.5,10.49,34.8,Medium Moving
SKU0082,Smartphones_0082,Smartphones,WH03,Houston Distribution Center,638112.23,6693330.21,10.49,34.8,Medium Moving
SKU0039,Smartphones_0039,Smartphones,WH04,Phoenix Distribution Center,1972831.42,20678490.98,10.48,34.8,Medium Moving
SKU0182,Components_0182,Components,WH13,Columbus Distribution Center,10396.8,108947.52,10.48,34.8,Medium Moving
SKU0131,Accessories_0131,Accessories,WH12,Fort Worth Distribution Center,116067.2,1213417.9,10.45,34.9,Medium Moving
SKU0130,Accessories_0130,Accessories,WH06,San Antonio Distribution Center,72729.6,759321.6,10.44,35.0,Medium Moving
SKU0009,Accessories_0009,Accessories,WH05,Philadelphia Distribution Center,370352.35,3860098.3,10.42,35.0,Medium Moving
SKU0028,Components_0028,Components,WH03,Houston Distribution Center,64441.51,670069.54,10.4,35.1,Medium Moving
SKU0093,Accessories_0093,Accessories,WH09,San Jose Distribution Center,239924.96,2493725.98,10.39,35.1,Medium Moving
SKU0064,Accessories_0064,Accessories,WH11,Jacksonville Distribution Center,203269.0,2101649.28,10.34,35.3,Medium Moving
SKU0064,Accessories_0064,Accessories,WH02,Chicago Distribution Center,203442.92,2101649.28,10.33,35.3,Medium Moving
SKU0093,Accessories_0093,Accessories,WH01,Los Angeles Distribution Center,241703.06,2493725.98,10.32,35.4,Medium Moving
SKU0046,Tablets_0046,Tablets,WH06,San Antonio Distribution Center,345765.42,3554544.51,10.28,35.5,Medium Moving
SKU0093,Accessories_0093,Accessories,WH04,Phoenix Distribution Center,243777.51,2493725.98,10.23,35.7,Medium Moving
SKU0123,Laptops_0123,Laptops,WH14,Charlotte Distribution Center,822890.22,8405025.71,10.21,35.7,Medium Moving
SKU0038,Accessories_0038,Accessories,WH11,Jacksonville Distribution Center,262969.2,2677849.2,10.18,35.8,Medium Moving
SKU0054,Components_0054,Components,WH06,San Antonio Distribution Center,12950.04,131582.4,10.16,35.9,Medium Moving
SKU0023,Smartphones_0023,Smartphones,WH12,Fort Worth Distribution Center,914902.82,9261637.97,10.12,36.1,Medium Moving
SKU0192,Laptops_0192,Laptops,WH12,Fort Worth Distribution Center,580689.63,5858964.57,10.09,36.2,Medium Moving
SKU0161,Tablets_0161,Tablets,WH14,Charlotte Distribution Center,553806.86,5577113.33,10.07,36.2,Medium Moving
SKU0055,Accessories_0055,Accessories,WH04,Phoenix Distribution Center,84300.6,845712.9,10.03,36.4,Medium Moving
SKU0048,Smartphones_0048,Smartphones,WH01,Los Angeles Distribution Center,1542054.51,15369624.96,9.97,36.6,Medium Moving
SKU0131,Accessories_0131,Accessories,WH13,Columbus Distribution Center,121748.2,1213417.9,9.97,36.6,Medium Moving
SKU0017,Laptops_0017,Laptops,WH03,Houston Distribution Center,394034.16,3926536.77,9.96,36.6,Medium Moving
SKU0046,Tablets_0046,Tablets,WH13,Columbus Distribution Center,356742.1,3554544.51,9.96,36.6,Medium Moving
SKU0123,Laptops_0123,Laptops,WH09,San Jose Distribution Center,846790.07,8405025.71,9.93,36.8,Medium Moving
SKU0173,Accessories_0173,Accessories,WH13,Columbus Distribution Center,418429.65,4156499.76,9.93,36.7,Medium Moving
SKU0181,Laptops_0181,Laptops,WH08,Dallas Distribution Center,552395.48,5483817.69,9.93,36.8,Medium Moving
SKU0187,Laptops_0187,Laptops,WH10,Austin Distribution Center,903589.5,8971608.0,9.93,36.8,Medium Moving
SKU0050,Peripherals_0050,Peripherals,WH12,Fort Worth Distribution Center,10329.8,101900.6,9.86,37.0,Medium Moving
SKU0108,Laptops_0108,Laptops,WH09,San Jose Distribution Center,1296034.74,12755418.83,9.84,37.1,Medium Moving
SKU0055,Accessories_0055,Accessories,WH13,Columbus Distribution Center,86002.08,845712.9,9.83,37.1,Medium Moving
SKU0137,Tablets_0137,Tablets,WH09,San Jose Distribution Center,160412.12,1576698.97,9.83,37.1,Medium Moving
SKU0021,Laptops_0021,Laptops,WH08,Dallas Distribution Center,409659.96,4024331.82,9.82,37.2,Medium Moving
SKU0154,Wearables_0154,Wearables,WH14,Charlotte Distribution Center,7953.54,78066.15,9.82,37.2,Medium Moving
SKU0009,Accessories_0009,Accessories,WH12,Fort Worth Distribution Center,394273.5,3860098.3,9.79,37.3,Medium Moving
SKU0021,Laptops_0021,Laptops,WH07,San Diego Distribution Center,412653.3,4024331.82,9.75,37.4,Medium Moving
SKU0184,Accessories_0184,Accessories,WH14,Charlotte Distribution Center,142288.72,1385921.74,9.74,37.5,Medium Moving
SKU0093,Accessories_0093,Accessories,WH06,San Antonio Distribution Center,257587.42,2493725.98,9.68,37.7,Medium Moving
SKU0157,Tablets_0157,Tablets,WH13,Columbus Distribution Center,301646.72,2916760.52,9.67,37.7,Medium Moving
SKU0182,Components_0182,Components,WH05,Philadelphia Distribution Center,11272.32,108947.52,9.67,37.8,Medium Moving
SKU0005,Peripherals_0005,Peripherals,WH09,San Jose Distribution Center,134718.9,1300481.07,9.65,37.8,Medium Moving
SKU0055,Accessories_0055,Accessories,WH12,Fort Worth Distribution Center,87703.56,845712.9,9.64,37.9,Medium Moving
SKU0075,Accessories_0075,Accessories,WH07,San Diego Distribution Center,57973.38,558361.03,9.63,37.9,Medium Moving
SKU0007,Accessories_0007,Accessories,WH01,Los Angeles Distribution Center,223691.49,2129360.42,9.52,38.3,Medium Moving
SKU0102,Tablets_0102,Tablets,WH04,Phoenix Distribution Center,256300.06,2434206.6,9.5,38.4,Medium Moving
SKU0190,Wearables_0190,Wearables,WH11,Jacksonville Distribution Center,7746.7,73588.6,9.5,38.4,Medium Moving
SKU0089,Tablets_0089,Tablets,WH07,San Diego Distribution Center,623597.49,5899102.1,9.46,38.6,Medium Moving
SKU0055,Accessories_0055,Accessories,WH10,Austin Distribution Center,89482.38,845712.9,9.45,38.6,Medium Moving
SKU0156,Tablets_0156,Tablets,WH09,San Jose Distribution Center,536764.8,5073169.92,9.45,38.6,Medium Moving
SKU0118,Accessories_0118,Accessories,WH15,Seattle Distribution Center,119371.65,1121210.91,9.39,38.9,Medium Moving
SKU0155,Accessories_0155,Accessories,WH14,Charlotte Distribution Center,157336.02,1474028.86,9.37,39.0,Medium Moving
SKU0098,Components_0098,Components,WH10,Austin Distribution Center,29891.68,279023.23,9.33,39.1,Medium Moving
SKU0149,Peripherals_0149,Peripherals,WH04,Phoenix Distribution Center,54762.6,510435.2,9.32,39.2,Medium Moving
SKU0077,Components_0077,Components,WH10,Austin Distribution Center,75927.04,706933.76,9.31,39.2,Medium Moving
SKU0088,Components_0088,Components,WH01,Los Angeles Distribution Center,36414.07,338415.84,9.29,39.3,Medium Moving
SKU0096,Wearables_0096,Wearables,WH11,Jacksonville Distribution Center,35271.28,327383.76,9.28,39.3,Medium Moving
SKU0132,Smartphones_0132,Smartphones,WH03,Houston Distribution Center,326008.8,3024190.0,9.28,39.3,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH11,Jacksonville Distribution Center,1095977.28,10111413.95,9.23,39.6,Medium Moving
SKU0173,Accessories_0173,Accessories,WH02,Chicago Distribution Center,450662.04,4156499.76,9.22,39.6,Medium Moving
SKU0093,Accessories_0093,Accessories,WH05,Philadelphia Distribution Center,271160.25,2493725.98,9.2,39.7,Medium Moving
SKU0008,Accessories_0008,Accessories,WH09,San Jose Distribution Center,105740.95,969856.45,9.17,39.8,Medium Moving
SKU0148,Tablets_0148,Tablets,WH04,Phoenix Distribution Center,945748.96,8666848.96,9.16,39.8,Medium Moving
SKU0192,Laptops_0192,Laptops,WH05,Philadelphia Distribution Center,639996.09,5858964.57,9.15,39.9,Medium Moving
SKU0153,Components_0153,Components,WH01,Los Angeles Distribution Center,33177.28,302596.8,9.12,40.0,Medium Moving
SKU0192,Laptops_0192,Laptops,WH06,San Antonio Distribution Center,642564.48,5858964.57,9.12,40.0,Medium Moving
SKU0118,Accessories_0118,Accessories,WH12,Fort Worth Distribution Center,123210.96,1121210.91,9.1,40.1,Medium Moving
SKU0166,Components_0166,Components,WH13,Columbus Distribution Center,28971.58,263714.99,9.1,40.1,Medium Moving
SKU0197,Tablets_0197,Tablets,WH11,Jacksonville Distribution Center,226005.0,2052276.07,9.08,40.2,Medium Moving
SKU0125,Accessories_0125,Accessories,WH04,Phoenix Distribution Center,285611.4,2591708.94,9.07,40.2,Medium Moving
SKU0006,Tablets_0006,Tablets,WH10,Austin Distribution Center,696236.24,6302164.82,9.05,40.3,Medium Moving
SKU0125,Accessories_0125,Accessories,WH13,Columbus Distribution Center,286592.04,2591708.94,9.04,40.4,Medium Moving
SKU0192,Laptops_0192,Laptops,WH09,San Jose Distribution Center,648635.22,5858964.57,9.03,40.4,Medium Moving
SKU0095,Tablets_0095,Tablets,WH06,San Antonio Distribution Center,698542.24,6297950.56,9.02,40.5,Medium Moving
SKU0107,Smartphones_0107,Smartphones,WH13,Columbus Distribution Center,477098.7,4305260.1,9.02,40.4,Medium Moving
SKU0026,Wearables_0026,Wearables,WH07,San Diego Distribution Center,114969.19,1035498.1,9.01,40.5,Medium Moving
SKU0137,Tablets_0137,Tablets,WH10,Austin Distribution Center,174995.04,1576698.97,9.01,40.5,Medium Moving
SKU0125,Accessories_0125,Accessories,WH06,San Antonio Distribution Center,288001.71,2591708.94,9.0,40.6,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH08,Dallas Distribution Center,326829.36,2931671.6,8.97,40.7,Medium Moving
SKU0152,Accessories_0152,Accessories,WH06,San Antonio Distribution Center,61298.1,548638.8,8.95,40.8,Medium Moving
SKU0136,Smartphones_0136,Smartphones,WH07,San Diego Distribution Center,1298595.6,11584515.42,8.92,40.9,Medium Moving
SKU0039,Smartphones_0039,Smartphones,WH13,Columbus Distribution Center,2320087.98,20678490.98,8.91,41.0,Medium Moving
SKU0200,Components_0200,Components,WH07,San Diego Distribution Center,28771.69,255403.56,8.88,41.1,Medium Moving
SKU0102,Tablets_0102,Tablets,WH03,Houston Distribution Center,274331.22,2434206.6,8.87,41.1,Medium Moving
SKU0046,Tablets_0046,Tablets,WH15,Seattle Distribution Center,401071.0,3554544.51,8.86,41.2,Medium Moving
SKU0112,Wearables_0112,Wearables,WH01,Los Angeles Distribution Center,101529.9,899406.05,8.86,41.2,Medium Moving
SKU0037,Peripherals_0037,Peripherals,WH09,San Jose Distribution Center,60314.04,533615.22,8.85,41.3,Medium Moving
SKU0007,Accessories_0007,Accessories,WH03,Houston Distribution Center,240757.33,2129360.42,8.84,41.3,Medium Moving
SKU0009,Accessories_0009,Accessories,WH02,Chicago Distribution Center,437199.2,3860098.3,8.83,41.3,Medium Moving
SKU0105,Wearables_0105,Wearables,WH02,Chicago Distribution Center,14856.72,131168.25,8.83,41.3,Medium Moving
SKU0042,Peripherals_0042,Peripherals,WH10,Austin Distribution Center,19087.5,167568.75,8.78,41.6,Medium Moving
SKU0048,Smartphones_0048,Smartphones,WH08,Dallas Distribution Center,1750551.84,15369624.96,8.78,41.6,Medium Moving
SKU0139,Laptops_0139,Laptops,WH07,San Diego Distribution Center,563427.48,4935361.2,8.76,41.7,Medium Moving
SKU0065,Wearables_0065,Wearables,WH07,San Diego Distribution Center,144919.44,1264554.0,8.73,41.8,Medium Moving
SKU0031,Smartphones_0031,Smartphones,WH11,Jacksonville Distribution Center,1258247.9,10915179.08,8.67,42.1,Medium Moving
SKU0159,Accessories_0159,Accessories,WH09,San Jose Distribution Center,280821.87,2425391.64,8.64,42.3,Medium Moving
SKU0038,Accessories_0038,Accessories,WH15,Seattle Distribution Center,310213.8,2677849.2,8.63,42.3,Medium Moving
SKU0177,Laptops_0177,Laptops,WH04,Phoenix Distribution Center,1777182.2,15342760.52,8.63,42.3,Medium Moving
SKU0081,Accessories_0081,Accessories,WH14,Charlotte Distribution Center,176772.31,1521542.49,8.61,42.4,Medium Moving
SKU0157,Tablets_0157,Tablets,WH15,Seattle Distribution Center,338575.12,2916760.52,8.61,42.4,Medium Moving
SKU0128,Laptops_0128,Laptops,WH15,Seattle Distribution Center,1870854.6,16070478.6,8.59,42.5,Medium Moving
SKU0058,Tablets_0058,Tablets,WH11,Jacksonville Distribution Center,229774.02,1967628.18,8.56,42.6,Medium Moving
SKU0070,Laptops_0070,Laptops,WH09,San Jose Distribution Center,566783.49,4839880.5,8.54,42.7,Medium Moving
SKU0057,Laptops_0057,Laptops,WH03,Houston Distribution Center,747044.64,6372777.36,8.53,42.8,Medium Moving
SKU0019,Accessories_0019,Accessories,WH03,Houston Distribution Center,300306.02,2553256.86,8.5,42.9,Medium Moving
SKU0092,Accessories_0092,Accessories,WH05,Philadelphia Distribution Center,451412.8,3828412.8,8.48,43.0,Medium Moving
SKU0009,Accessories_0009,Accessories,WH15,Seattle Distribution Center,457149.25,3860098.3,8.44,43.2,Medium Moving
SKU0161,Tablets_0161,Tablets,WH08,Dallas Distribution Center,661965.25,5577113.33,8.43,43.3,Medium Moving
SKU0017,Laptops_0017,Laptops,WH04,Phoenix Distribution Center,466296.48,3926536.77,8.42,43.3,Medium Moving
SKU0114,Components_0114,Components,WH05,Philadelphia Distribution Center,46070.43,386308.47,8.39,43.5,Medium Moving
SKU0046,Tablets_0046,Tablets,WH08,Dallas Distribution Center,424713.08,3554544.51,8.37,43.6,Medium Moving
SKU0110,Laptops_0110,Laptops,WH03,Houston Distribution Center,498366.94,4161906.18,8.35,43.7,Medium Moving
SKU0023,Smartphones_0023,Smartphones,WH10,Austin Distribution Center,1115785.45,9261637.97,8.3,44.0,Medium Moving
SKU0085,Laptops_0085,Laptops,WH13,Columbus Distribution Center,1297555.6,10717165.84,8.26,44.2,Medium Moving
SKU0155,Accessories_0155,Accessories,WH01,Los Angeles Distribution Center,178836.6,1474028.86,8.24,44.3,Medium Moving
SKU0112,Wearables_0112,Wearables,WH13,Columbus Distribution Center,109263.85,899406.05,8.23,44.3,Medium Moving
SKU0038,Accessories_0038,Accessories,WH01,Los Angeles Distribution Center,325868.4,2677849.2,8.22,44.4,Medium Moving
SKU0085,Laptops_0085,Laptops,WH12,Fort Worth Distribution Center,1304525.94,10717165.84,8.22,44.4,Medium Moving
SKU0170,Components_0170,Components,WH06,San Antonio Distribution Center,27676.92,227395.8,8.22,44.4,Medium Moving
SKU0080,Peripherals_0080,Peripherals,WH12,Fort Worth Distribution Center,61007.96,496123.26,8.13,44.9,Medium Moving
SKU0148,Tablets_0148,Tablets,WH13,Columbus Distribution Center,1069972.88,8666848.96,8.1,45.1,Medium Moving
SKU0043,Tablets_0043,Tablets,WH13,Columbus Distribution Center,426894.0,3444201.0,8.07,45.2,Medium Moving
SKU0128,Laptops_0128,Laptops,WH12,Fort Worth Distribution Center,1992278.4,16070478.6,8.07,45.2,Medium Moving
SKU0011,Smartphones_0011,Smartphones,WH07,San Diego Distribution Center,378177.57,3047040.21,8.06,45.3,Medium Moving
SKU0091,Wearables_0091,Wearables,WH01,Los Angeles Distribution Center,8674.51,69912.27,8.06,45.3,Medium Moving
SKU0017,Laptops_0017,Laptops,WH09,San Jose Distribution Center,488622.81,3926536.77,8.04,45.4,Medium Moving
SKU0042,Peripherals_0042,Peripherals,WH13,Columbus Distribution Center,20887.5,167568.75,8.02,45.5,Medium Moving
SKU0136,Smartphones_0136,Smartphones,WH02,Chicago Distribution Center,1445043.06,11584515.42,8.02,45.5,Medium Moving
SKU0038,Accessories_0038,Accessories,WH07,San Diego Distribution Center,334713.6,2677849.2,8.0,45.6,Medium Moving
SKU0172,Wearables_0172,Wearables,WH01,Los Angeles Distribution Center,17555.3,139661.2,7.96,45.9,Medium Moving
SKU0082,Smartphones_0082,Smartphones,WH08,Dallas Distribution Center,843909.57,6693330.21,7.93,46.0,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH06,San Antonio Distribution Center,1278640.16,10111413.95,7.91,46.2,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH07,San Diego Distribution Center,1378595.61,10887613.65,7.9,46.2,Medium Moving
SKU0103,Wearables_0103,Wearables,WH13,Columbus Distribution Center,131826.4,1040746.08,7.89,46.2,Medium Moving
SKU0187,Laptops_0187,Laptops,WH01,Los Angeles Distribution Center,1138594.2,8971608.0,7.88,46.3,Medium Moving
SKU0139,Laptops_0139,Laptops,WH03,Houston Distribution Center,626730.72,4935361.2,7.87,46.4,Medium Moving
SKU0057,Laptops_0057,Laptops,WH06,San Antonio Distribution Center,810490.96,6372777.36,7.86,46.4,Medium Moving
SKU0068,Laptops_0068,Laptops,WH07,San Diego Distribution Center,1206662.52,9479991.36,7.86,46.5,Medium Moving
SKU0015,Peripherals_0015,Peripherals,WH03,Houston Distribution Center,154272.45,1211447.55,7.85,46.5,Medium Moving
SKU0184,Accessories_0184,Accessories,WH05,Philadelphia Distribution Center,176598.24,1385921.74,7.85,46.5,Medium Moving
SKU0104,Laptops_0104,Laptops,WH01,Los Angeles Distribution Center,1168970.24,9170130.72,7.84,46.5,Medium Moving
SKU0039,Smartphones_0039,Smartphones,WH14,Charlotte Distribution Center,2644247.2,20678490.98,7.82,46.7,Medium Moving
SKU0103,Wearables_0103,Wearables,WH10,Austin Distribution Center,133119.52,1040746.08,7.82,46.7,Medium Moving
SKU0028,Components_0028,Components,WH15,Seattle Distribution Center,85820.21,670069.54,7.81,46.7,Medium Moving
SKU0058,Tablets_0058,Tablets,WH09,San Jose Distribution Center,252015.61,1967628.18,7.81,46.7,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH04,Phoenix Distribution Center,1397564.55,10887613.65,7.79,46.9,Medium Moving
SKU0197,Tablets_0197,Tablets,WH10,Austin Distribution Center,263672.5,2052276.07,7.78,46.9,Medium Moving
SKU0056,Peripherals_0056,Peripherals,WH07,San Diego Distribution Center,66836.48,515722.88,7.72,47.3,Medium Moving
SKU0182,Components_0182,Components,WH07,San Diego Distribution Center,14108.64,108947.52,7.72,47.3,Medium Moving
SKU0109,Accessories_0109,Accessories,WH14,Charlotte Distribution Center,223004.32,1716423.39,7.7,47.4,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH12,Fort Worth Distribution Center,1415975.58,10887613.65,7.69,47.5,Medium Moving
SKU0165,Tablets_0165,Tablets,WH08,Dallas Distribution Center,258974.94,1980396.6,7.65,47.7,Medium Moving
SKU0023,Smartphones_0023,Smartphones,WH09,San Jose Distribution Center,1214370.56,9261637.97,7.63,47.9,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH02,Chicago Distribution Center,385126.17,2931671.6,7.61,47.9,Medium Moving
SKU0037,Peripherals_0037,Peripherals,WH03,Houston Distribution Center,70282.26,533615.22,7.59,48.1,Medium Moving
SKU0019,Accessories_0019,Accessories,WH10,Austin Distribution Center,338336.04,2553256.86,7.55,48.4,Medium Moving
SKU0184,Accessories_0184,Accessories,WH10,Austin Distribution Center,183651.72,1385921.74,7.55,48.4,Medium Moving
SKU0146,Wearables_0146,Wearables,WH09,San Jose Distribution Center,57956.8,436712.32,7.54,48.4,Medium Moving
SKU0177,Laptops_0177,Laptops,WH13,Columbus Distribution Center,2036016.62,15342760.52,7.54,48.4,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH02,Chicago Distribution Center,1453913.46,10887613.65,7.49,48.7,Medium Moving
SKU0136,Smartphones_0136,Smartphones,WH09,San Jose Distribution Center,1548361.98,11584515.42,7.48,48.8,Medium Moving
SKU0140,Laptops_0140,Laptops,WH03,Houston Distribution Center,239153.11,1782182.08,7.45,49.0,Medium Moving
SKU0183,Tablets_0183,Tablets,WH14,Charlotte Distribution Center,1542234.98,11488975.74,7.45,49.0,Medium Moving
SKU0055,Accessories_0055,Accessories,WH03,Houston Distribution Center,113844.48,845712.9,7.43,49.1,Medium Moving
SKU0026,Wearables_0026,Wearables,WH13,Columbus Distribution Center,139640.69,1035498.1,7.42,49.2,Medium Moving
SKU0167,Tablets_0167,Tablets,WH09,San Jose Distribution Center,599323.95,4427701.85,7.39,49.4,Medium Moving
SKU0066,Smartphones_0066,Smartphones,WH07,San Diego Distribution Center,628342.65,4634698.35,7.38,49.5,Medium Moving
SKU0060,Laptops_0060,Laptops,WH10,Austin Distribution Center,387054.96,2846351.16,7.35,49.6,Medium Moving
SKU0068,Laptops_0068,Laptops,WH09,San Jose Distribution Center,1295483.28,9479991.36,7.32,49.9,Medium Moving
SKU0184,Accessories_0184,Accessories,WH02,Chicago Distribution Center,190095.64,1385921.74,7.29,50.1,Medium Moving
SKU0155,Accessories_0155,Accessories,WH13,Columbus Distribution Center,202748.46,1474028.86,7.27,50.2,Medium Moving
SKU0170,Components_0170,Components,WH01,Los Angeles Distribution Center,31258.23,227395.8,7.27,50.2,Medium Moving
SKU0043,Tablets_0043,Tablets,WH05,Philadelphia Distribution Center,474256.5,3444201.0,7.26,50.3,Medium Moving
SKU0082,Smartphones_0082,Smartphones,WH07,San Diego Distribution Center,922224.94,6693330.21,7.26,50.3,Medium Moving
SKU0155,Accessories_0155,Accessories,WH04,Phoenix Distribution Center,202949.4,1474028.86,7.26,50.3,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH03,Houston Distribution Center,1503009.54,10887613.65,7.24,50.4,Medium Moving
SKU0011,Smartphones_0011,Smartphones,WH10,Austin Distribution Center,421749.48,3047040.21,7.22,50.5,Medium Moving
SKU0015,Peripherals_0015,Peripherals,WH09,San Jose Distribution Center,168019.5,1211447.55,7.21,50.6,Medium Moving
SKU0068,Laptops_0068,Laptops,WH02,Chicago Distribution Center,1314438.93,9479991.36,7.21,50.6,Medium Moving
SKU0081,Accessories_0081,Accessories,WH03,Houston Distribution Center,211163.81,1521542.49,7.21,50.7,Medium Moving
SKU0126,Accessories_0126,Accessories,WH04,Phoenix Distribution Center,169802.73,1222722.82,7.2,50.7,Medium Moving
SKU0008,Accessories_0008,Accessories,WH12,Fort Worth Distribution Center,134887.25,969856.45,7.19,50.8,Medium Moving
SKU0019,Accessories_0019,Accessories,WH11,Jacksonville Distribution Center,355196.64,2553256.86,7.19,50.8,Medium Moving
SKU0018,Wearables_0018,Wearables,WH10,Austin Distribution Center,55001.96,394822.09,7.18,50.8,Medium Moving
SKU0008,Accessories_0008,Accessories,WH03,Houston Distribution Center,135381.9,969856.45,7.16,51.0,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH01,Los Angeles Distribution Center,1412487.96,10111413.95,7.16,51.0,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH09,San Jose Distribution Center,1519746.84,10887613.65,7.16,50.9,Medium Moving
SKU0126,Accessories_0126,Accessories,WH10,Austin Distribution Center,170825.33,1222722.82,7.16,51.0,Medium Moving
SKU0098,Components_0098,Components,WH05,Philadelphia Distribution Center,39007.0,279023.23,7.15,51.0,Medium Moving
SKU0161,Tablets_0161,Tablets,WH11,Jacksonville Distribution Center,779997.02,5577113.33,7.15,51.0,Medium Moving
SKU0157,Tablets_0157,Tablets,WH05,Philadelphia Distribution Center,408544.72,2916760.52,7.14,51.1,Medium Moving
SKU0192,Laptops_0192,Laptops,WH13,Columbus Distribution Center,824920.17,5858964.57,7.1,51.4,Medium Moving
SKU0046,Tablets_0046,Tablets,WH02,Chicago Distribution Center,501760.93,3554544.51,7.08,51.5,Medium Moving
SKU0085,Laptops_0085,Laptops,WH01,Los Angeles Distribution Center,1514708.5,10717165.84,7.08,51.6,Medium Moving
SKU0021,Laptops_0021,Laptops,WH09,San Jose Distribution Center,570017.46,4024331.82,7.06,51.7,Medium Moving
SKU0072,Components_0072,Components,WH13,Columbus Distribution Center,31930.0,224254.0,7.02,52.0,Medium Moving
SKU0110,Laptops_0110,Laptops,WH15,Seattle Distribution Center,596777.82,4161906.18,6.97,52.3,Medium Moving
SKU0126,Accessories_0126,Accessories,WH08,Dallas Distribution Center,175427.03,1222722.82,6.97,52.4,Medium Moving
SKU0108,Laptops_0108,Laptops,WH14,Charlotte Distribution Center,1835653.6,12755418.83,6.95,52.5,Medium Moving
SKU0172,Wearables_0172,Wearables,WH12,Fort Worth Distribution Center,20094.2,139661.2,6.95,52.5,Medium Moving
SKU0187,Laptops_0187,Laptops,WH15,Seattle Distribution Center,1290025.8,8971608.0,6.95,52.5,Medium Moving
SKU0163,Wearables_0163,Wearables,WH12,Fort Worth Distribution Center,65514.92,454449.28,6.94,52.6,Medium Moving
SKU0198,Wearables_0198,Wearables,WH09,San Jose Distribution Center,84709.25,587910.91,6.94,52.6,Medium Moving
SKU0115,Tablets_0115,Tablets,WH14,Charlotte Distribution Center,1113991.41,7716378.88,6.93,52.7,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH05,Philadelphia Distribution Center,423684.69,2931671.6,6.92,52.7,Medium Moving
SKU0147,Components_0147,Components,WH07,San Diego Distribution Center,61504.96,424135.36,6.9,52.9,Medium Moving
SKU0184,Accessories_0184,Accessories,WH03,Houston Distribution Center,200893.56,1385921.74,6.9,52.9,Medium Moving
SKU0059,Smartphones_0059,Smartphones,WH04,Phoenix Distribution Center,1200264.8,8252268.36,6.88,53.1,Medium Moving
SKU0063,Components_0063,Components,WH07,San Diego Distribution Center,34672.4,238195.85,6.87,53.1,Medium Moving
SKU0172,Wearables_0172,Wearables,WH03,Houston Distribution Center,20332.9,139661.2,6.87,53.1,Medium Moving
SKU0103,Wearables_0103,Wearables,WH02,Chicago Distribution Center,152731.84,1040746.08,6.81,53.6,Medium Moving
SKU0112,Wearables_0112,Wearables,WH10,Austin Distribution Center,132174.95,899406.05,6.8,53.6,Medium Moving
SKU0167,Tablets_0167,Tablets,WH04,Phoenix Distribution Center,651070.25,4427701.85,6.8,53.7,Medium Moving
SKU0192,Laptops_0192,Laptops,WH07,San Diego Distribution Center,865547.43,5858964.57,6.77,53.9,Medium Moving
SKU0109,Accessories_0109,Accessories,WH07,San Diego Distribution Center,253996.38,1716423.39,6.76,54.0,Medium Moving
SKU0163,Wearables_0163,Wearables,WH09,San Jose Distribution Center,67222.52,454449.28,6.76,54.0,Medium Moving
SKU0059,Smartphones_0059,Smartphones,WH05,Philadelphia Distribution Center,1222657.8,8252268.36,6.75,54.1,Medium Moving
SKU0155,Accessories_0155,Accessories,WH06,San Antonio Distribution Center,219024.6,1474028.86,6.73,54.2,Medium Moving
SKU0163,Wearables_0163,Wearables,WH14,Charlotte Distribution Center,67564.04,454449.28,6.73,54.3,Medium Moving
SKU0118,Accessories_0118,Accessories,WH09,San Jose Distribution Center,166899.66,1121210.91,6.72,54.3,Medium Moving
SKU0063,Components_0063,Components,WH08,Dallas Distribution Center,35503.83,238195.85,6.71,54.4,Medium Moving
SKU0098,Components_0098,Components,WH02,Chicago Distribution Center,41593.78,279023.23,6.71,54.4,Medium Moving
