sku_id,product_name,category,eoq,reorder_point_optimized,safety_stock_optimized,reorder_point_current,safety_stock_current,rop_difference,safety_stock_difference,potential_savings
SKU0009,Accessories_0009,Accessories,456,5780,630,1860.0,855.0,3920.0,-225.0,64497.94434999999
SKU0104,Laptops_0104,Laptops,177,8121,588,671.0,221.0,7450.0,367.0,64341.526079999996
SKU0070,Laptops_0070,Laptops,79,1766,176,1896.0,209.0,-130.0,-33.0,64184.12091
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1629.0,709.0,4812.0,-166.0,64165.788720000004
SKU0161,Tablets_0161,Tablets,113,4298,337,717.0,864.0,3581.0,-527.0,63842.62145000001
SKU0107,Smartphones_0107,Smartphones,97,2598,211,1341.0,583.0,1257.0,-372.0,63791.1459
SKU0163,Wearables_0163,Wearables,255,1215,138,1274.0,550.0,-59.0,-412.0,63747.18402
SKU0109,Accessories_0109,Accessories,381,3755,368,963.0,687.0,2792.0,-319.0,63416.463935
SKU0056,Peripherals_0056,Peripherals,222,867,114,1847.0,388.0,-980.0,-274.0,63028.238719999994
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1485.0,450.0,214.0,-224.0,63006.65813999999
SKU0103,Wearables_0103,Wearables,328,3397,312,1080.0,455.0,2317.0,-143.0,62577.884320000005
SKU0047,Peripherals_0047,Peripherals,192,1172,119,1557.0,962.0,-385.0,-843.0,62197.68736
SKU0057,Laptops_0057,Laptops,118,2788,266,1195.0,715.0,1593.0,-449.0,61564.874240000005
SKU0157,Tablets_0157,Tablets,210,3353,308,867.0,623.0,2486.0,-315.0,61058.971440000016
SKU0110,Laptops_0110,Laptops,326,6849,573,1954.0,451.0,4895.0,122.0,61057.31478
SKU0163,Wearables_0163,Wearables,255,1215,138,1622.0,466.0,-407.0,-328.0,60550.04454
SKU0148,Tablets_0148,Tablets,105,4479,317,1193.0,604.0,3286.0,-287.0,60314.14476
SKU0056,Peripherals_0056,Peripherals,222,867,114,1516.0,377.0,-649.0,-263.0,59967.66208
SKU0047,Peripherals_0047,Peripherals,192,1172,119,790.0,783.0,382.0,-664.0,59882.12784
SKU0173,Accessories_0173,Accessories,491,7160,704,1579.0,962.0,5581.0,-258.0,59770.088039999995
SKU0046,Tablets_0046,Tablets,213,4248,372,1097.0,710.0,3151.0,-338.0,59238.292245000004
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1310.0,985.0,389.0,-759.0,59179.99602
SKU0134,Smartphones_0134,Smartphones,257,6756,498,843.0,795.0,5913.0,-297.0,59010.14262
SKU0019,Accessories_0019,Accessories,399,3179,383,1734.0,712.0,1445.0,-329.0,58924.23754
SKU0031,Smartphones_0031,Smartphones,177,4422,426,1179.0,636.0,3243.0,-210.0,58821.146085
SKU0011,Smartphones_0011,Smartphones,127,2883,224,1034.0,467.0,1849.0,-243.0,58702.33889999999
SKU0057,Laptops_0057,Laptops,118,2788,266,842.0,306.0,1946.0,-40.0,58653.022079999995
SKU0047,Peripherals_0047,Peripherals,192,1172,119,1206.0,768.0,-34.0,-649.0,58094.16416
SKU0095,Tablets_0095,Tablets,103,3674,279,1808.0,956.0,1866.0,-677.0,57853.91039999999
SKU0097,Laptops_0097,Laptops,138,6216,498,1642.0,582.0,4574.0,-84.0,57819.64513999999
SKU0031,Smartphones_0031,Smartphones,177,4422,426,1012.0,366.0,3410.0,60.0,57508.001655
SKU0016,Wearables_0016,Wearables,225,1061,135,1784.0,753.0,-723.0,-618.0,56978.00452500001
SKU0065,Wearables_0065,Wearables,343,3622,339,552.0,246.0,3070.0,93.0,56363.88707999999
SKU0065,Wearables_0065,Wearables,343,3622,339,1518.0,909.0,2104.0,-570.0,55999.26108
SKU0019,Accessories_0019,Accessories,399,3179,383,1561.0,640.0,1618.0,-257.0,55619.55994000001
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1017.0,905.0,682.0,-679.0,55429.486379999995
SKU0068,Laptops_0068,Laptops,123,4457,397,535.0,411.0,3922.0,-14.0,55384.347375000005
SKU0037,Peripherals_0037,Peripherals,259,1038,128,1845.0,791.0,-807.0,-663.0,55318.226805000006
SKU0108,Laptops_0108,Laptops,119,4654,393,831.0,994.0,3823.0,-601.0,55257.525125
SKU0060,Laptops_0060,Laptops,146,3005,263,1287.0,990.0,1718.0,-727.0,55252.3728
SKU0024,Smartphones_0024,Smartphones,132,3182,241,1464.0,843.0,1718.0,-602.0,55234.39417999999
SKU0017,Laptops_0017,Laptops,266,8144,607,815.0,575.0,7329.0,32.0,55190.68776
SKU0013,Laptops_0013,Laptops,113,5162,399,1957.0,292.0,3205.0,107.0,55104.146325
SKU0047,Peripherals_0047,Peripherals,192,1172,119,1892.0,526.0,-720.0,-407.0,54943.24456
SKU0089,Tablets_0089,Tablets,147,4204,363,592.0,634.0,3612.0,-271.0,54933.23499999999
SKU0046,Tablets_0046,Tablets,213,4248,372,1630.0,714.0,2618.0,-342.0,54911.791605000006
SKU0108,Laptops_0108,Laptops,119,4654,393,918.0,300.0,3736.0,93.0,54540.670744999996
SKU0085,Laptops_0085,Laptops,131,5236,454,1937.0,409.0,3299.0,45.0,54406.98887000001
SKU0037,Peripherals_0037,Peripherals,259,1038,128,1331.0,311.0,-293.0,-183.0,54149.106015000005
SKU0143,Wearables_0143,Wearables,251,768,106,1133.0,506.0,-365.0,-400.0,53752.23314999999
SKU0026,Wearables_0026,Wearables,317,2238,250,1735.0,753.0,503.0,-503.0,53453.377635
SKU0036,Wearables_0036,Wearables,305,2562,222,1833.0,946.0,729.0,-724.0,52844.42592
SKU0082,Smartphones_0082,Smartphones,179,5183,433,1626.0,641.0,3557.0,-208.0,52681.133925
SKU0192,Laptops_0192,Laptops,236,5289,487,1082.0,419.0,4207.0,68.0,52633.3158
SKU0143,Wearables_0143,Wearables,251,768,106,511.0,470.0,257.0,-364.0,52433.45414999999
SKU0164,Wearables_0164,Wearables,193,573,76,1062.0,542.0,-489.0,-466.0,52323.018125
SKU0036,Wearables_0036,Wearables,305,2562,222,768.0,426.0,1794.0,-204.0,52237.224
SKU0021,Laptops_0021,Laptops,115,2999,234,670.0,217.0,2329.0,17.0,51840.3726
SKU0155,Accessories_0155,Accessories,381,2835,337,1256.0,524.0,1579.0,-187.0,51824.468890000004
SKU0021,Laptops_0021,Laptops,115,2999,234,623.0,474.0,2376.0,-240.0,51301.5714
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1691.0,576.0,8.0,-350.0,51164.947499999995
SKU0001,Wearables_0001,Wearables,265,1397,175,748.0,554.0,649.0,-379.0,50992.94024999999
SKU0011,Smartphones_0011,Smartphones,127,2883,224,981.0,273.0,1902.0,-49.0,50859.395099999994
SKU0141,Peripherals_0141,Peripherals,270,769,110,1694.0,380.0,-925.0,-270.0,50720.036609999996
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1364.0,448.0,3753.0,-58.0,50540.431500000006
SKU0141,Peripherals_0141,Peripherals,270,769,110,1764.0,606.0,-995.0,-496.0,50421.748439999996
SKU0159,Accessories_0159,Accessories,568,9594,851,1001.0,769.0,8593.0,82.0,50365.7217
SKU0087,Components_0087,Components,287,2098,196,1199.0,916.0,899.0,-720.0,50219.014625
SKU0056,Peripherals_0056,Peripherals,222,867,114,1461.0,326.0,-594.0,-212.0,50163.9968
SKU0097,Laptops_0097,Laptops,138,6216,498,627.0,512.0,5589.0,-14.0,49902.43231999999
SKU0197,Tablets_0197,Tablets,196,4025,332,1572.0,224.0,2453.0,108.0,49721.100000000006
SKU0015,Peripherals_0015,Peripherals,256,2909,275,1361.0,345.0,1548.0,-70.0,49712.208
SKU0056,Peripherals_0056,Peripherals,222,867,114,1666.0,603.0,-799.0,-489.0,49705.72864
SKU0009,Accessories_0009,Accessories,456,5780,630,1938.0,224.0,3842.0,406.0,49612.18144999999
SKU0141,Peripherals_0141,Peripherals,270,769,110,991.0,782.0,-222.0,-672.0,49316.97743999999
SKU0082,Smartphones_0082,Smartphones,179,5183,433,628.0,249.0,4555.0,184.0,48889.33549500001
SKU0056,Peripherals_0056,Peripherals,222,867,114,1421.0,252.0,-554.0,-138.0,48740.09216
SKU0036,Wearables_0036,Wearables,305,2562,222,1650.0,713.0,912.0,-491.0,48736.88352
SKU0065,Wearables_0065,Wearables,343,3622,339,908.0,566.0,2714.0,-227.0,48517.135559999995
SKU0140,Laptops_0140,Laptops,158,3084,246,1610.0,576.0,1474.0,-330.0,48196.00016
SKU0019,Accessories_0019,Accessories,399,3179,383,1069.0,200.0,2110.0,183.0,48165.67602
SKU0164,Wearables_0164,Wearables,193,573,76,1414.0,247.0,-841.0,-171.0,48139.807625
SKU0157,Tablets_0157,Tablets,210,3353,308,1836.0,419.0,1517.0,-111.0,48044.62584000001
SKU0173,Accessories_0173,Accessories,491,7160,704,1042.0,893.0,6118.0,-189.0,47908.56851999999
SKU0126,Accessories_0126,Accessories,472,3547,394,1745.0,632.0,1802.0,-238.0,47709.914300000004
SKU0016,Wearables_0016,Wearables,225,1061,135,1684.0,737.0,-623.0,-602.0,47591.327875
SKU0149,Peripherals_0149,Peripherals,348,2458,230,910.0,818.0,1548.0,-588.0,47303.75474999999
SKU0134,Smartphones_0134,Smartphones,257,6756,498,1411.0,588.0,5345.0,-90.0,47117.59337999999
SKU0141,Peripherals_0141,Peripherals,270,769,110,1026.0,995.0,-257.0,-885.0,47019.053759999995
SKU0046,Tablets_0046,Tablets,213,4248,372,1012.0,348.0,3236.0,24.0,46799.60290499999
SKU0143,Wearables_0143,Wearables,251,768,106,1911.0,653.0,-1143.0,-547.0,46702.75994999999
SKU0092,Accessories_0092,Accessories,477,6064,628,610.0,565.0,5454.0,63.0,46687.62672
SKU0059,Smartphones_0059,Smartphones,145,5743,473,671.0,249.0,5072.0,224.0,46600.056930000006
SKU0092,Accessories_0092,Accessories,477,6064,628,1035.0,997.0,5029.0,-369.0,46501.95312
SKU0038,Accessories_0038,Accessories,571,9374,780,1333.0,447.0,8041.0,333.0,46264.959
SKU0087,Components_0087,Components,287,2098,196,1747.0,602.0,351.0,-406.0,46117.007675
SKU0048,Smartphones_0048,Smartphones,128,7277,555,1042.0,480.0,6235.0,75.0,46097.86512
SKU0173,Accessories_0173,Accessories,491,7160,704,926.0,536.0,6234.0,168.0,46076.74363999999
SKU0102,Tablets_0102,Tablets,53,767,82,906.0,324.0,-139.0,-242.0,46003.606875000005
SKU0079,Smartphones_0079,Smartphones,129,4672,415,1759.0,749.0,2913.0,-334.0,45802.17936
SKU0065,Wearables_0065,Wearables,343,3622,339,808.0,706.0,2814.0,-367.0,45366.766919999995
SKU0164,Wearables_0164,Wearables,193,573,76,1414.0,446.0,-841.0,-370.0,45074.750875
SKU0126,Accessories_0126,Accessories,472,3547,394,949.0,674.0,2598.0,-280.0,45040.41700000001
SKU0001,Wearables_0001,Wearables,265,1397,175,1019.0,636.0,378.0,-461.0,44920.10564999999
SKU0089,Tablets_0089,Tablets,147,4204,363,1884.0,275.0,2320.0,88.0,44827.051
SKU0046,Tablets_0046,Tablets,213,4248,372,1512.0,352.0,2736.0,20.0,44790.870465
SKU0038,Accessories_0038,Accessories,571,9374,780,1188.0,549.0,8186.0,231.0,44690.513399999996
SKU0155,Accessories_0155,Accessories,381,2835,337,1698.0,901.0,1137.0,-564.0,44269.92865
SKU0092,Accessories_0092,Accessories,477,6064,628,1199.0,461.0,4865.0,167.0,44088.19632
SKU0163,Wearables_0163,Wearables,255,1215,138,936.0,755.0,279.0,-617.0,43984.27542
SKU0164,Wearables_0164,Wearables,193,573,76,1259.0,958.0,-686.0,-882.0,43838.204375
SKU0171,Wearables_0171,Wearables,253,887,112,1058.0,835.0,-171.0,-723.0,43764.442155000004
SKU0058,Tablets_0058,Tablets,183,3299,281,1683.0,681.0,1616.0,-400.0,43636.16005
SKU0027,Peripherals_0027,Peripherals,271,1106,134,1768.0,661.0,-662.0,-527.0,43183.91259000001
SKU0165,Tablets_0165,Tablets,169,3168,269,1000.0,924.0,2168.0,-655.0,42894.674549999996
SKU0044,Tablets_0044,Tablets,119,3300,311,741.0,252.0,2559.0,59.0,42598.876910000006
SKU0126,Accessories_0126,Accessories,472,3547,394,1586.0,972.0,1961.0,-578.0,42570.838
SKU0009,Accessories_0009,Accessories,456,5780,630,631.0,333.0,5149.0,297.0,42464.485100000005
SKU0125,Accessories_0125,Accessories,634,5457,624,1943.0,659.0,3514.0,-35.0,42380.31888
SKU0125,Accessories_0125,Accessories,634,5457,624,1006.0,889.0,4451.0,-265.0,42120.9396
SKU0102,Tablets_0102,Tablets,53,767,82,888.0,429.0,-121.0,-347.0,41946.595875000006
SKU0125,Accessories_0125,Accessories,634,5457,624,747.0,992.0,4710.0,-368.0,41940.501840000004
SKU0038,Accessories_0038,Accessories,571,9374,780,703.0,244.0,8671.0,536.0,41903.994600000005
SKU0140,Laptops_0140,Laptops,158,3084,246,1839.0,491.0,1245.0,-245.0,41858.53910000001
SKU0147,Components_0147,Components,311,1786,184,1567.0,942.0,219.0,-758.0,41555.288499999995
SKU0018,Wearables_0018,Wearables,281,1791,176,1781.0,380.0,10.0,-204.0,41286.29206
SKU0157,Tablets_0157,Tablets,210,3353,308,674.0,684.0,2679.0,-376.0,41175.94344000001
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1759.0,576.0,-60.0,-350.0,40713.01962
SKU0185,Components_0185,Components,393,3720,320,558.0,422.0,3162.0,-102.0,40512.325
SKU0164,Wearables_0164,Wearables,193,573,76,1535.0,464.0,-962.0,-388.0,40457.433625
SKU0143,Wearables_0143,Wearables,251,768,106,1691.0,711.0,-923.0,-605.0,40420.576349999996
SKU0155,Accessories_0155,Accessories,381,2835,337,1344.0,572.0,1491.0,-235.0,40395.80545
SKU0089,Tablets_0089,Tablets,147,4204,363,1321.0,747.0,2883.0,-384.0,40386.454999999994
SKU0155,Accessories_0155,Accessories,381,2835,337,1536.0,880.0,1299.0,-543.0,40347.37891
SKU0197,Tablets_0197,Tablets,196,4025,332,1756.0,796.0,2269.0,-464.0,40304.22499999999
SKU0093,Accessories_0093,Accessories,637,6207,710,1535.0,582.0,4672.0,128.0,39938.200450000004
SKU0109,Accessories_0109,Accessories,381,3755,368,1411.0,382.0,2344.0,-14.0,39793.415474999994
SKU0087,Components_0087,Components,287,2098,196,1964.0,328.0,134.0,-132.0,39291.445975
SKU0198,Wearables_0198,Wearables,331,1359,167,1446.0,631.0,-87.0,-464.0,39052.51486
SKU0081,Accessories_0081,Accessories,483,5423,516,522.0,858.0,4901.0,-342.0,38997.20968
SKU0046,Tablets_0046,Tablets,213,4248,372,1391.0,760.0,2857.0,-388.0,38880.56155499999
SKU0027,Peripherals_0027,Peripherals,271,1106,134,735.0,365.0,371.0,-231.0,38791.964250000005
SKU0143,Wearables_0143,Wearables,251,768,106,796.0,639.0,-28.0,-533.0,38706.163649999995
SKU0200,Components_0200,Components,315,1129,131,665.0,390.0,464.0,-259.0,38684.127479999996
SKU0058,Tablets_0058,Tablets,183,3299,281,1697.0,363.0,1602.0,-82.0,38520.59435
SKU0147,Components_0147,Components,311,1786,184,1497.0,233.0,289.0,-49.0,38199.001939999995
SKU0109,Accessories_0109,Accessories,381,3755,368,1398.0,902.0,2357.0,-534.0,38174.21019499999
SKU0149,Peripherals_0149,Peripherals,348,2458,230,602.0,285.0,1856.0,-55.0,38129.31324999999
SKU0037,Peripherals_0037,Peripherals,259,1038,128,986.0,364.0,52.0,-236.0,38036.740185
SKU0036,Wearables_0036,Wearables,305,2562,222,1842.0,488.0,720.0,-266.0,37950.12
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1879.0,838.0,2720.0,-481.0,37882.871
SKU0087,Components_0087,Components,287,2098,196,700.0,923.0,1398.0,-727.0,37801.828275
SKU0027,Peripherals_0027,Peripherals,271,1106,134,1560.0,424.0,-454.0,-290.0,37739.61477000001
SKU0147,Components_0147,Components,311,1786,184,1034.0,596.0,752.0,-412.0,37593.595819999995
SKU0141,Peripherals_0141,Peripherals,270,769,110,862.0,279.0,-93.0,-169.0,37429.64147999999
SKU0093,Accessories_0093,Accessories,637,6207,710,1442.0,951.0,4765.0,-241.0,37359.36275
SKU0107,Smartphones_0107,Smartphones,97,2598,211,1140.0,664.0,1458.0,-453.0,37255.5675
SKU0087,Components_0087,Components,287,2098,196,1897.0,282.0,201.0,-86.0,36923.620825000005
SKU0134,Smartphones_0134,Smartphones,257,6756,498,710.0,977.0,6046.0,-479.0,36879.38825999999
SKU0126,Accessories_0126,Accessories,472,3547,394,1454.0,410.0,2093.0,-16.0,36784.96720000001
SKU0149,Peripherals_0149,Peripherals,348,2458,230,1895.0,866.0,563.0,-636.0,36520.12875
SKU0103,Wearables_0103,Wearables,328,3397,312,1413.0,959.0,1984.0,-647.0,36458.80000000001
SKU0018,Wearables_0018,Wearables,281,1791,176,807.0,842.0,984.0,-666.0,36442.552899999995
SKU0080,Peripherals_0080,Peripherals,352,1219,151,841.0,943.0,378.0,-792.0,36204.3475
SKU0092,Accessories_0092,Accessories,477,6064,628,1461.0,948.0,4603.0,-320.0,35974.26
SKU0140,Laptops_0140,Laptops,158,3084,246,1667.0,872.0,1417.0,-626.0,35834.03908
SKU0127,Accessories_0127,Accessories,548,9543,898,1214.0,881.0,8329.0,17.0,35698.55975999999
SKU0081,Accessories_0081,Accessories,483,5423,516,1618.0,899.0,3805.0,-383.0,35629.594
SKU0064,Accessories_0064,Accessories,700,8198,875,1256.0,867.0,6942.0,8.0,35592.641039999995
SKU0064,Accessories_0064,Accessories,700,8198,875,771.0,327.0,7427.0,548.0,35551.42199999999
SKU0080,Peripherals_0080,Peripherals,352,1219,151,1062.0,269.0,157.0,-118.0,35471.74188
SKU0017,Laptops_0017,Laptops,266,8144,607,1159.0,786.0,6985.0,-179.0,35459.665799999995
SKU0016,Wearables_0016,Wearables,225,1061,135,1696.0,554.0,-635.0,-419.0,35292.149685
SKU0017,Laptops_0017,Laptops,266,8144,607,1101.0,600.0,7043.0,7.0,35249.014319999995
SKU0080,Peripherals_0080,Peripherals,352,1219,151,1770.0,927.0,-551.0,-776.0,35233.21912
SKU0045,Accessories_0045,Accessories,670,6580,708,1889.0,522.0,4691.0,186.0,35122.69
SKU0163,Wearables_0163,Wearables,255,1215,138,774.0,978.0,441.0,-840.0,35080.84902
SKU0093,Accessories_0093,Accessories,637,6207,710,577.0,888.0,5630.0,-178.0,34735.47985
SKU0019,Accessories_0019,Accessories,399,3179,383,878.0,750.0,2301.0,-367.0,34598.13854
SKU0112,Wearables_0112,Wearables,353,3644,312,1604.0,299.0,2040.0,13.0,34590.731025
SKU0155,Accessories_0155,Accessories,381,2835,337,1220.0,443.0,1615.0,-106.0,34584.620650000004
SKU0156,Tablets_0156,Tablets,116,4297,318,1187.0,505.0,3110.0,-187.0,34407.26016
SKU0109,Accessories_0109,Accessories,381,3755,368,1007.0,938.0,2748.0,-570.0,34343.054845
SKU0093,Accessories_0093,Accessories,637,6207,710,1350.0,306.0,4857.0,404.0,34341.334350000005
SKU0066,Smartphones_0066,Smartphones,157,4363,333,558.0,794.0,3805.0,-461.0,34267.946375
SKU0018,Wearables_0018,Wearables,281,1791,176,1664.0,411.0,127.0,-235.0,34266.878099999994
SKU0080,Peripherals_0080,Peripherals,352,1219,151,1513.0,836.0,-294.0,-685.0,34185.422710000006
SKU0093,Accessories_0093,Accessories,637,6207,710,1704.0,357.0,4503.0,353.0,34003.495350000005
SKU0019,Accessories_0019,Accessories,399,3179,383,1046.0,645.0,2133.0,-262.0,33992.28098
SKU0036,Wearables_0036,Wearables,305,2562,222,1735.0,560.0,827.0,-338.0,33699.70656
SKU0112,Wearables_0112,Wearables,353,3644,312,836.0,347.0,2808.0,-35.0,33679.927575
SKU0171,Wearables_0171,Wearables,253,887,112,590.0,264.0,297.0,-152.0,33609.793455000006
SKU0149,Peripherals_0149,Peripherals,348,2458,230,1702.0,209.0,756.0,21.0,33594.338749999995
SKU0092,Accessories_0092,Accessories,477,6064,628,1301.0,394.0,4763.0,234.0,33504.801120000004
SKU0038,Accessories_0038,Accessories,571,9374,780,1798.0,732.0,7576.0,48.0,33494.455799999996
SKU0104,Laptops_0104,Laptops,177,8121,588,831.0,609.0,7290.0,-21.0,33340.957760000005
SKU0014,Accessories_0014,Accessories,552,4172,430,1619.0,834.0,2553.0,-404.0,33329.15586
SKU0087,Components_0087,Components,287,2098,196,639.0,397.0,1459.0,-201.0,33288.508975000004
SKU0185,Components_0185,Components,393,3720,320,652.0,668.0,3068.0,-348.0,32946.52500000001
SKU0126,Accessories_0126,Accessories,472,3547,394,1747.0,967.0,1800.0,-573.0,32939.479900000006
SKU0077,Components_0077,Components,455,2820,272,1233.0,652.0,1587.0,-380.0,32917.26592
SKU0103,Wearables_0103,Wearables,328,3397,312,1694.0,739.0,1703.0,-427.0,32915.00464000001
SKU0037,Peripherals_0037,Peripherals,259,1038,128,625.0,289.0,413.0,-161.0,32809.292055
SKU0081,Accessories_0081,Accessories,483,5423,516,1016.0,522.0,4407.0,-6.0,32625.15256
SKU0110,Laptops_0110,Laptops,326,6849,573,1600.0,976.0,5249.0,-403.0,32600.38446
SKU0065,Wearables_0065,Wearables,343,3622,339,850.0,411.0,2772.0,-72.0,32590.271879999997
SKU0015,Peripherals_0015,Peripherals,256,2909,275,1781.0,610.0,1128.0,-335.0,32557.057650000002
SKU0159,Accessories_0159,Accessories,568,9594,851,1194.0,486.0,8400.0,365.0,32397.633449999994
SKU0080,Peripherals_0080,Peripherals,352,1219,151,1048.0,508.0,171.0,-357.0,32226.128610000003
SKU0110,Laptops_0110,Laptops,326,6849,573,1281.0,535.0,5568.0,38.0,32131.31418
SKU0126,Accessories_0126,Accessories,472,3547,394,1949.0,301.0,1598.0,93.0,31881.088900000002
SKU0137,Tablets_0137,Tablets,165,2138,212,1679.0,641.0,459.0,-429.0,31821.83356
SKU0064,Accessories_0064,Accessories,700,8198,875,772.0,970.0,7426.0,-95.0,31769.575079999995
SKU0008,Accessories_0008,Accessories,584,5756,531,1482.0,370.0,4274.0,161.0,31765.319549999993
SKU0164,Wearables_0164,Wearables,193,573,76,642.0,368.0,-69.0,-292.0,31762.143875
SKU0126,Accessories_0126,Accessories,472,3547,394,1230.0,423.0,2317.0,-29.0,31645.890900000006
SKU0019,Accessories_0019,Accessories,399,3179,383,1166.0,533.0,2013.0,-150.0,31605.56938
SKU0200,Components_0200,Components,315,1129,131,570.0,277.0,559.0,-146.0,31339.62235999999
SKU0171,Wearables_0171,Wearables,253,887,112,1477.0,328.0,-590.0,-216.0,31317.145965000003
SKU0093,Accessories_0093,Accessories,637,6207,710,533.0,283.0,5674.0,427.0,31266.999450000003
SKU0036,Wearables_0036,Wearables,305,2562,222,866.0,486.0,1696.0,-264.0,31199.46336
SKU0112,Wearables_0112,Wearables,353,3644,312,1864.0,734.0,1780.0,-422.0,31185.118125
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1199.0,791.0,5242.0,-248.0,31053.496680000004
SKU0094,Components_0094,Components,427,2534,260,1649.0,669.0,885.0,-409.0,31025.433300000004
SKU0127,Accessories_0127,Accessories,548,9543,898,913.0,734.0,8630.0,164.0,30964.690799999993
SKU0027,Peripherals_0027,Peripherals,271,1106,134,1223.0,342.0,-117.0,-208.0,30845.65185
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1729.0,512.0,2870.0,-155.0,30816.4402
SKU0185,Components_0185,Components,393,3720,320,1035.0,740.0,2685.0,-420.0,30638.775000000005
SKU0103,Wearables_0103,Wearables,328,3397,312,1728.0,318.0,1669.0,-6.0,30537.890880000006
SKU0038,Accessories_0038,Accessories,571,9374,780,1510.0,413.0,7864.0,367.0,30395.547000000002
SKU0163,Wearables_0163,Wearables,255,1215,138,534.0,682.0,681.0,-544.0,30264.904739999998
SKU0037,Peripherals_0037,Peripherals,259,1038,128,716.0,635.0,322.0,-507.0,30135.096225
SKU0170,Components_0170,Components,293,1555,149,1261.0,379.0,294.0,-230.0,30103.083675000005
SKU0149,Peripherals_0149,Peripherals,348,2458,230,729.0,417.0,1729.0,-187.0,30041.593749999996
SKU0038,Accessories_0038,Accessories,571,9374,780,650.0,963.0,8724.0,-183.0,29945.705400000003
SKU0077,Components_0077,Components,455,2820,272,1127.0,774.0,1693.0,-502.0,29846.13632
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1191.0,833.0,3926.0,-443.0,29661.606000000003
SKU0200,Components_0200,Components,315,1129,131,1768.0,856.0,-639.0,-725.0,29641.519239999994
SKU0001,Wearables_0001,Wearables,265,1397,175,1686.0,461.0,-289.0,-286.0,29635.089749999992
SKU0127,Accessories_0127,Accessories,548,9543,898,957.0,950.0,8586.0,-52.0,29570.46911999999
SKU0155,Accessories_0155,Accessories,381,2835,337,1045.0,812.0,1790.0,-475.0,29402.98087
SKU0027,Peripherals_0027,Peripherals,271,1106,134,1538.0,355.0,-432.0,-221.0,29395.98675
SKU0026,Wearables_0026,Wearables,317,2238,250,1115.0,538.0,1123.0,-288.0,29182.824754999998
SKU0109,Accessories_0109,Accessories,381,3755,368,1521.0,409.0,2234.0,-41.0,29167.380824999993
SKU0015,Peripherals_0015,Peripherals,256,2909,275,1788.0,618.0,1121.0,-343.0,29161.5363
SKU0128,Laptops_0128,Laptops,122,4305,411,1372.0,397.0,2933.0,14.0,29095.30799999999
SKU0007,Accessories_0007,Accessories,788,5403,628,1021.0,505.0,4382.0,123.0,29078.554229999998
SKU0081,Accessories_0081,Accessories,483,5423,516,859.0,275.0,4564.0,241.0,28828.330959999996
SKU0087,Components_0087,Components,287,2098,196,1160.0,570.0,938.0,-374.0,28686.257275
SKU0118,Accessories_0118,Accessories,632,4265,448,1945.0,306.0,2320.0,142.0,28496.0649
SKU0083,Peripherals_0083,Peripherals,139,1034,100,1957.0,949.0,-923.0,-849.0,28385.917559999998
SKU0060,Laptops_0060,Laptops,146,3005,263,1906.0,564.0,1099.0,-301.0,28303.809839999994
SKU0018,Wearables_0018,Wearables,281,1791,176,1954.0,650.0,-163.0,-474.0,28289.49786
SKU0137,Tablets_0137,Tablets,165,2138,212,1130.0,327.0,1008.0,-115.0,28205.269399999997
SKU0082,Smartphones_0082,Smartphones,179,5183,433,1497.0,332.0,3686.0,101.0,28189.845705
SKU0001,Wearables_0001,Wearables,265,1397,175,1692.0,419.0,-295.0,-244.0,27902.444849999993
SKU0185,Components_0185,Components,393,3720,320,1921.0,246.0,1799.0,74.0,27896.625000000004
SKU0143,Wearables_0143,Wearables,251,768,106,867.0,273.0,-99.0,-167.0,27832.23135
SKU0198,Wearables_0198,Wearables,331,1359,167,1185.0,346.0,174.0,-179.0,27603.95922
SKU0028,Components_0028,Components,492,3613,315,1279.0,834.0,2334.0,-519.0,27482.01344
SKU0094,Components_0094,Components,427,2534,260,1555.0,805.0,979.0,-545.0,27384.465620000006
SKU0168,Tablets_0168,Tablets,76,1426,134,685.0,667.0,741.0,-533.0,27363.56224
SKU0048,Smartphones_0048,Smartphones,128,7277,555,1905.0,852.0,5372.0,-297.0,27279.43284000001
SKU0176,Tablets_0176,Tablets,60,1634,127,771.0,354.0,863.0,-227.0,27218.357760000003
SKU0171,Wearables_0171,Wearables,253,887,112,535.0,840.0,352.0,-728.0,27202.942935000003
SKU0164,Wearables_0164,Wearables,193,573,76,1798.0,815.0,-1225.0,-739.0,27157.981375
SKU0045,Accessories_0045,Accessories,670,6580,708,1062.0,206.0,5518.0,502.0,27148.947500000002
SKU0192,Laptops_0192,Laptops,236,5289,487,985.0,435.0,4304.0,52.0,27054.95328
SKU0147,Components_0147,Components,311,1786,184,1105.0,270.0,681.0,-86.0,26887.46654
SKU0181,Laptops_0181,Laptops,77,3064,240,1199.0,859.0,1865.0,-619.0,26556.820875000005
